camera_position,image_dir,angles,coord_angle
[0.28832372134404594, 0.0594437073384749, 0.420318837101784],c:\Users\raian\source\repos\Py\RoboticArmApi\uploads\0_image_30.00_100.00_100.00_155.00_6.00_160.00.jpg,30.00_100.00_100.00_155.00_6.00_160.00,-0.6170055904043209
[0.28271047522832804, 0.06878952771720764, 0.4207317386978912],c:\Users\raian\source\repos\Py\RoboticArmApi\uploads\1_image_30.00_100.00_100.00_155.00_6.00_160.00.jpg,30.00_100.00_100.00_155.00_6.00_160.00,-0.9610994941193505
[0.28431583696599655, 0.07037617913594359, 0.4200784244540255],c:\Users\raian\source\repos\Py\RoboticArmApi\uploads\2_image_30.00_100.00_100.00_155.00_6.00_160.00.jpg,30.00_100.00_100.00_155.00_6.00_160.00,-0.8822135833094693
[0.14562223535087923, 0.06936174496830397, 0.28861557066100035],c:\Users\raian\source\repos\Py\RoboticArmApi\uploads\3_image_30.00_100.00_105.00_155.00_10.00_160.00.jpg,30.00_100.00_105.00_155.00_10.00_160.00,-4.244231164146256
[0.1418942723038251, 0.06717541286960295, 0.26984641114200336],c:\Users\raian\source\repos\Py\RoboticArmApi\uploads\4_image_30.00_100.00_105.00_155.00_20.00_160.00.jpg,30.00_100.00_105.00_155.00_20.00_160.00,-3.2721877863510107
[0.14173903882484246, 0.06762057131627136, 0.27000722871922755],c:\Users\raian\source\repos\Py\RoboticArmApi\uploads\5_image_30.00_100.00_105.00_155.00_30.00_160.00.jpg,30.00_100.00_105.00_155.00_30.00_160.00,-3.2365061419956676
[0.1405872396603189, 0.06659534374687191, 0.2780596866640055],c:\Users\raian\source\repos\Py\RoboticArmApi\uploads\6_image_30.00_100.00_105.00_155.00_0.00_160.00.jpg,30.00_100.00_105.00_155.00_0.00_160.00,-2.2552482740164397
[0.13982555700931776, 0.06485485643198634, 0.28762928354333134],c:\Users\raian\source\repos\Py\RoboticArmApi\uploads\7_image_30.00_100.00_95.00_155.00_6.00_160.00.jpg,30.00_100.00_95.00_155.00_6.00_160.00,-2.533545983364283
[0.14214046487652682, 0.06488501371863299, 0.2687517328740863],c:\Users\raian\source\repos\Py\RoboticArmApi\uploads\8_image_30.00_100.00_85.00_155.00_6.00_160.00.jpg,30.00_100.00_85.00_155.00_6.00_160.00,-2.2289516963396565
[0.1520537968892279, 0.06697220640421975, 0.3060715679567599],c:\Users\raian\source\repos\Py\RoboticArmApi\uploads\9_image_30.00_100.00_75.00_155.00_6.00_160.00.jpg,30.00_100.00_75.00_155.00_6.00_160.00,-3.528703577521538
[0.16239644148084922, 0.06756296135514976, 0.3330942926586241],c:\Users\raian\source\repos\Py\RoboticArmApi\uploads\10_image_30.00_100.00_115.00_155.00_6.00_160.00.jpg,30.00_100.00_115.00_155.00_6.00_160.00,-4.434540423200944
[0.17781721244460577, 0.06860788301763868, 0.35730919182161747],c:\Users\raian\source\repos\Py\RoboticArmApi\uploads\11_image_30.00_100.00_125.00_155.00_6.00_160.00.jpg,30.00_100.00_125.00_155.00_6.00_160.00,-5.603621909920793
[0.14141265374315787, 0.06441711634511996, 0.244259506890876],c:\Users\raian\source\repos\Py\RoboticArmApi\uploads\12_image_30.00_100.00_135.00_155.00_6.00_160.00.jpg,30.00_100.00_135.00_155.00_6.00_160.00,-1.3823352865881582
